TIME,NB_THREADS,LIMIT,BEST_PATH
3.447624,84,4,1818
3.340399,84,5,1818
3.403635,84,6,1818
3.164708,89,1,1818
3.774490,89,2,1818
3.134955,89,3,1818
3.984443,89,4,1818
3.316805,89,5,1818
3.079143,89,6,1818
3.684316,94,1,1818
3.556884,94,2,1818
3.362219,94,3,1818
3.228425,94,4,1818
3.407651,94,5,1818
3.336712,94,6,1818
3.361528,99,1,1818
3.428519,99,2,1818
3.698662,99,3,1818
3.873531,99,4,1818
3.176080,99,5,1818
3.459557,99,6,1818
3.835090,105,1,1818
3.818860,105,2,1818
3.926286,105,3,1818
3.610391,105,4,1818
3.645495,105,5,1818
3.437085,105,6,1818
4.237184,110,1,1818
4.264774,110,2,1818
3.667996,110,3,1818
3.529033,110,4,1818
4.090677,110,5,1818
3.545092,110,6,1818
4.485526,115,1,1818
3.631029,115,2,1818
3.690407,115,3,1818
3.706776,115,4,1818
3.649102,115,5,1818
3.934231,115,6,1818
4.305889,120,1,1818
3.957313,120,2,1818
3.793514,120,3,1818
3.799876,120,4,1818
5.206620,120,5,1818
3.599921,120,6,1818
4.072192,125,1,1818
4.105113,125,2,1818
4.061112,125,3,1818
3.754945,125,4,1818
5.011845,125,5,1818
4.473114,125,6,1818
4.018245,131,1,1818
4.561525,131,2,1818
4.984826,131,3,1818
4.049201,131,4,1818
3.990093,131,5,1818
3.986486,131,6,1818
4.315656,136,1,1818
4.385984,136,2,1818
4.570110,136,3,1818
4.146008,136,4,1818
4.079516,136,5,1818
4.189847,136,6,1818
4.313062,141,1,1818
4.264503,141,2,1818
4.687143,141,3,1818
4.502938,141,4,1818
4.304727,141,5,1818
4.851804,141,6,1818
4.597981,146,1,1818
4.363153,146,2,1818
4.486107,146,3,1818
4.318962,146,4,1818
4.306770,146,5,1818
4.397285,146,6,1818
4.865238,151,1,1818
4.385053,151,2,1818
5.258455,151,3,1818
4.679990,151,4,1818
4.488502,151,5,1818
5.097762,151,6,1818
4.563228,157,1,1818
4.848088,157,2,1818
4.706098,157,3,1818
5.540158,157,4,1818
4.457565,157,5,1818
5.085951,157,6,1818
4.684749,162,1,1818
4.714604,162,2,1818
5.924007,162,3,1818
4.744479,162,4,1818
4.709575,162,5,1818
4.865228,162,6,1818
4.963607,167,1,1818
5.305640,167,2,1818
5.168962,167,3,1818
5.325317,167,4,1818
5.152742,167,5,1818
5.103002,167,6,1818
5.536132,172,1,1818
5.304910,172,2,1818
5.172618,172,3,1818
5.227178,172,4,1818
5.378985,172,5,1818
5.219985,172,6,1818
5.521264,177,1,1818
5.293138,177,2,1818
5.673342,177,3,1818
5.024569,177,4,1818
5.102370,177,5,1818
5.203294,177,6,1818
5.216168,183,1,1818
4.971341,183,2,1818
4.936919,183,3,1818
5.176525,183,4,1818
6.253148,183,5,1818
5.301824,183,6,1818
6.171028,188,1,1818
5.538195,188,2,1818
5.606240,188,3,1818
5.022275,188,4,1818
5.302355,188,5,1818
6.195943,188,6,1818
6.679215,193,1,1818
6.686488,193,2,1818
5.545709,193,3,1818
6.021276,193,4,1818
5.442000,193,5,1818
5.174111,193,6,1818
6.376312,198,1,1818
5.318635,198,2,1818
5.401826,198,3,1818
5.621066,198,4,1818
5.516605,198,5,1818
5.875199,198,6,1818
6.369640,203,1,1818
5.638047,203,2,1818
5.298317,203,3,1818
6.064074,203,4,1818
5.568890,203,5,1818
6.195904,203,6,1818
5.864500,209,1,1818
5.804791,209,2,1818
6.235206,209,3,1818
5.689781,209,4,1818
5.686656,209,5,1818
6.401589,209,6,1818
5.804881,214,1,1818
6.278594,214,2,1818
6.294524,214,3,1818
6.311494,214,4,1818
6.183341,214,5,1818
6.409413,214,6,1818
6.473209,219,1,1818
6.027036,219,2,1818
6.124063,219,3,1818
6.336510,219,4,1818
5.911024,219,5,1818
5.795944,219,6,1818
6.029751,224,1,1818
6.408892,224,2,1818
6.601483,224,3,1818
6.742229,224,4,1818
5.989288,224,5,1818
6.336980,224,6,1818
6.637478,229,1,1818
7.011130,229,2,1818
6.146303,229,3,1818
6.566490,229,4,1818
5.985370,229,5,1818
6.675508,229,6,1818
6.252297,235,1,1818
6.361726,235,2,1818
7.267727,235,3,1818
6.704031,235,4,1818
6.550751,235,5,1818
6.369430,235,6,1818
6.994830,240,1,1818
6.704461,240,2,1818
6.951221,240,3,1818
6.175095,240,4,1818
6.830331,240,5,1818
7.413543,240,6,1818
6.291649,245,1,1818
7.433981,245,2,1818
7.193633,245,3,1818
7.672295,245,4,1818
7.046384,245,5,1818
6.332854,245,6,1818
6.573012,250,1,1818
6.426413,250,2,1818
6.961950,250,3,1818
6.560679,250,4,1818
6.964835,250,5,1818
6.891823,250,6,1818
6.486333,256,1,1818
7.220651,256,2,1818
6.615158,256,3,1818
6.666561,256,4,1818
7.286862,256,5,1818
7.157086,256,6,1818
